"일자","지점명","교과명","학생번호","학생명","tel1","tel2","tel3","유형명","순공시간","순공시간(HH:mm:ss)"
'2026-03-12',분당정자,과학탐구,395571,정시윤,"010","2181","4368",자습,"0시간 24분 39초","00:23:39"
'2026-03-12',분당정자,국어,395571,정시윤,"010","2181","4368",자습,"3시간 50분 4초","02:50:04"
'2026-03-12',분당정자,사회탐구,395571,정시윤,"010","2181","4368",자습,"4시간 11분 45초","04:10:45"
'2026-03-12',분당정자,영어,395571,정시윤,"010","2181","4368",자습,"3시간 2분 47초","03:01:47"
'2026-03-12',분당정자,국어,393140,정현우,"010","2196","7228",자습,"4시간 0분 1초","04:00:01"
'2026-03-12',분당정자,사회탐구,393140,정현우,"010","2196","7228",자습,"3시간 15분 24초","03:15:24"
'2026-03-12',분당정자,수학,393140,정현우,"010","2196","7228",자습,"4시간 2분 4초","04:02:04"
'2026-03-12',분당정자,영어,393140,정현우,"010","2196","7228",자습,"0시간 13분 7초","00:13:07"
'2026-03-12',분당정자,국어,396135,조가은,"010","9491","2794",실모,"1시간 22분 50초","01:21:50"
'2026-03-12',분당정자,국어,396135,조가은,"010","9491","2794",인강,"1시간 17분 39초","01:16:39"
'2026-03-12',분당정자,국어,396135,조가은,"010","9491","2794",자습,"0시간 24분 39초","00:23:39"
'2026-03-12',분당정자,사회탐구,396135,조가은,"010","9491","2794",인강,"1시간 14분 35초","01:13:35"
'2026-03-12',분당정자,사회탐구,396135,조가은,"010","9491","2794",자습,"2시간 29분 43초","02:28:43"
'2026-03-12',분당정자,수학,396135,조가은,"010","9491","2794",인강,"2시간 53분 40초","01:52:40"
'2026-03-12',분당정자,수학,396135,조가은,"010","9491","2794",자습,"1시간 18분 29초","01:18:29"
'2026-03-12',분당정자,영어,396135,조가은,"010","9491","2794",자습,"1시간 19분 16초","01:19:16"
'2026-03-12',분당정자,국어,394726,주정서,"010","7412","1268",자습,"2시간 1분 14초","02:01:14"
'2026-03-12',분당정자,사회탐구,394726,주정서,"010","7412","1268",인강,"8시간 50분 50초","07:49:50"
'2026-03-12',분당정자,수학,394726,주정서,"010","7412","1268",단과,"4시간 0분 0초","04:00:00"
'2026-03-12',분당정자,수학,394726,주정서,"010","7412","1268",자습,"2시간 34분 34초","01:33:34"
'2026-03-12',분당정자,국어,390553,주형경,"010","3797","5624",실모,"1시간 20분 0초","01:20:00"
'2026-03-12',분당정자,국어,390553,주형경,"010","3797","5624",자습,"2시간 5분 3초","02:05:03"
'2026-03-12',분당정자,사회탐구,390553,주형경,"010","3797","5624",자습,"3시간 7분 4초","03:07:04"
'2026-03-12',분당정자,수학,390553,주형경,"010","3797","5624",자습,"2시간 57분 56초","01:56:56"
'2026-03-12',분당정자,영어,390553,주형경,"010","3797","5624",자습,"1시간 29분 0초","01:29:00"
'2026-03-12',분당정자,국어,396204,허다연,"010","4329","2277",인강,"2시간 10분 26초","02:10:26"
'2026-03-12',분당정자,국어,396204,허다연,"010","4329","2277",자습,"0시간 21분 1초","00:21:01"
'2026-03-12',분당정자,사회탐구,396204,허다연,"010","4329","2277",인강,"4시간 40분 9초","03:40:09"
'2026-03-12',분당정자,사회탐구,396204,허다연,"010","4329","2277",자습,"1시간 5분 20초","01:05:20"
'2026-03-12',분당정자,국어,388893,홍성백,"010","6230","1722",자습,"6시간 31분 54초","05:30:54"
'2026-03-12',분당정자,수학,388893,홍성백,"010","6230","1722",자습,"6시간 39분 18초","05:39:18"
'2026-03-12',서울강동,국어,392532,권수현,"010","5019","7663",자습,"4시간 7분 8초","04:07:08"
'2026-03-12',서울강동,사회탐구,392532,권수현,"010","5019","7663",인강,"1시간 10분 54초","01:09:54"
'2026-03-12',서울강동,수학,392532,권수현,"010","5019","7663",인강,"2시간 55분 6초","01:55:06"
'2026-03-12',서울강동,영어,392532,권수현,"010","5019","7663",인강,"1시간 25분 2초","01:25:02"
'2026-03-12',서울강동,영어,392532,권수현,"010","5019","7663",자습,"4시간 54분 14초","03:54:14"
'2026-03-12',서울강동,국어,395853,김나현,"010","9984","7522",자습,"0시간 12분 30초","00:11:30"
'2026-03-12',서울강동,사회탐구,395853,김나현,"010","9984","7522",인강,"1시간 22분 59초","01:21:59"
'2026-03-12',서울강동,사회탐구,395853,김나현,"010","9984","7522",자습,"1시간 23분 4초","01:23:04"
'2026-03-12',서울강동,수학,395853,김나현,"010","9984","7522",자습,"5시간 34분 53초","04:33:53"
'2026-03-12',서울강동,영어,395853,김나현,"010","9984","7522",자습,"2시간 41분 46초","01:40:46"
'2026-03-12',서울강동,수학,394796,김단우,"010","5438","5236",자습,"5시간 31분 53초","04:30:53"
'2026-03-12',서울강동,수학,393946,김도현,"010","8300","9643",자습,"7시간 19분 29초","07:19:29"
'2026-03-12',서울강동,영어,393946,김도현,"010","8300","9643",자습,"2시간 6분 27초","02:06:27"
'2026-03-12',서울강동,국어,396324,김지원,"010","8352","7562",인강,"1시간 51분 14초","00:51:14"
'2026-03-12',서울강동,국어,396324,김지원,"010","8352","7562",자습,"0시간 21분 2초","00:21:02"
'2026-03-12',서울강동,사회탐구,396324,김지원,"010","8352","7562",인강,"0시간 17분 39초","00:16:39"
'2026-03-12',서울강동,수학,396324,김지원,"010","8352","7562",자습,"5시간 1분 54초","05:00:54"
'2026-03-12',서울강동,영어,396324,김지원,"010","8352","7562",인강,"1시간 14분 29초","01:14:29"
'2026-03-12',서울강동,영어,396324,김지원,"010","8352","7562",자습,"0시간 26분 10초","00:26:10"
'2026-03-12',서울강동,국어,395852,김하율,"010","8696","5223",자습,"3시간 32분 10초","02:32:10"
'2026-03-12',서울강동,수학,395852,김하율,"010","8696","5223",자습,"4시간 19분 45초","04:18:45"
'2026-03-12',서울강동,영어,395852,김하율,"010","8696","5223",인강,"0시간 25분 21초","00:25:21"
'2026-03-12',서울강동,영어,395852,김하율,"010","8696","5223",자습,"1시간 25분 24초","01:25:24"
'2026-03-12',서울강동,국어,395784,이민재,"010","9599","2175",자습,"5시간 28분 23초","05:28:23"
'2026-03-12',서울강동,사회탐구,395784,이민재,"010","9599","2175",자습,"2시간 1분 16초","02:01:16"
'2026-03-12',서울강동,수학,395784,이민재,"010","9599","2175",자습,"1시간 4분 34초","01:03:34"
'2026-03-12',서울강동,영어,395784,이민재,"010","9599","2175",자습,"2시간 60분 34초","01:59:34"
'2026-03-12',서울강동,국어,396304,이보명,"010","9031","9310",자습,"3시간 42분 29초","02:42:29"
'2026-03-12',서울강동,수학,396304,이보명,"010","9031","9310",자습,"5시간 28분 31초","05:27:31"
'2026-03-12',서울강동,영어,396304,이보명,"010","9031","9310",자습,"3시간 5분 45초","03:04:45"
'2026-03-12',서울강동,사회탐구,396641,장민준,"010","9467","5721",자습,"3시간 9분 24초","03:09:24"
'2026-03-12',서울강동,수학,396641,장민준,"010","9467","5721",자습,"4시간 10분 14초","04:10:14"
'2026-03-12',서울강동,영어,396641,장민준,"010","9467","5721",자습,"1시간 18분 9초","01:18:09"
'2026-03-12',서울강동,국어,391228,정가연,"010","2938","9778",인강,"1시간 44분 22초","00:44:22"
'2026-03-12',서울강동,국어,391228,정가연,"010","2938","9778",자습,"1시간 10분 13초","01:10:13"
'2026-03-12',서울강동,수학,391228,정가연,"010","2938","9778",자습,"5시간 3분 31초","05:02:31"
'2026-03-12',서울강동,영어,391228,정가연,"010","2938","9778",자습,"3시간 8분 47초","03:07:47"
'2026-03-12',서울강동,국어,392281,조예슬,"010","3395","5196",인강,"1시간 35분 50초","00:34:50"
'2026-03-12',서울강동,국어,392281,조예슬,"010","3395","5196",자습,"3시간 14분 55초","03:13:55"
'2026-03-12',서울강동,사회탐구,392281,조예슬,"010","3395","5196",인강,"1시간 51분 38초","00:50:38"
'2026-03-12',서울강동,수학,392281,조예슬,"010","3395","5196",인강,"3시간 29분 1초","03:29:01"
'2026-03-12',서울강동,수학,392281,조예슬,"010","3395","5196",자습,"2시간 45분 58초","01:44:58"
'2026-03-12',서울강동,국어,387524,조하은,"010","8507","1955",자습,"2시간 48분 45초","01:47:45"
'2026-03-12',서울강동,사회탐구,387524,조하은,"010","8507","1955",자습,"5시간 19분 24초","05:19:24"
'2026-03-12',서울강동,영어,387524,조하은,"010","8507","1955",자습,"2시간 32분 47초","01:31:47"
'2026-03-12',서울광진,국어,389310,구민수,"010","2490","2827",자습,"4시간 12분 46초","04:11:46"
'2026-03-12',서울광진,수학,389310,구민수,"010","2490","2827",자습,"11시간 45분 31초","10:44:31"
'2026-03-12',서울광진,영어,389310,구민수,"010","2490","2827",자습,"0시간 15분 36초","00:14:36"
'2026-03-12',서울광진,과학탐구,394334,김재윤,"010","4544","4084",자습,"1시간 30분 47초","01:29:47"
'2026-03-12',서울광진,국어,394334,김재윤,"010","4544","4084",인강,"3시간 28분 49초","03:27:49"
'2026-03-12',서울광진,영어,394334,김재윤,"010","4544","4084",인강,"2시간 19분 19초","02:19:19"
'2026-03-12',서울광진,영어,394334,김재윤,"010","4544","4084",자습,"1시간 29분 10초","01:29:10"
'2026-03-12',서울광진,국어,396312,김주영,"010","7763","7347",자습,"4시간 42분 46초","03:41:46"
'2026-03-12',서울광진,수학,396312,김주영,"010","7763","7347",자습,"4시간 4분 33초","04:03:33"
'2026-03-12',서울광진,영어,396312,김주영,"010","7763","7347",자습,"2시간 29분 8초","02:29:08"
'2026-03-12',서울광진,사회탐구,390042,김지오,"010","2494","9446",자습,"3시간 33분 20초","02:33:20"
'2026-03-12',서울광진,수학,390042,김지오,"010","2494","9446",자습,"3시간 56분 29초","02:56:29"
'2026-03-12',서울광진,영어,390042,김지오,"010","2494","9446",자습,"1시간 19분 1초","01:19:01"
'2026-03-12',서울광진,국어,395957,김현수,"010","2195","3484",인강,"1시간 25분 33초","01:24:33"
'2026-03-12',서울광진,국어,395957,김현수,"010","2195","3484",자습,"2시간 7분 35초","02:06:35"
'2026-03-12',서울광진,사회탐구,395957,김현수,"010","2195","3484",자습,"2시간 31분 36초","01:30:36"
'2026-03-12',서울광진,수학,395957,김현수,"010","2195","3484",인강,"5시간 8분 55초","05:07:55"
'2026-03-12',서울광진,수학,395957,김현수,"010","2195","3484",자습,"1시간 2분 25초","01:02:25"
'2026-03-12',서울광진,영어,395957,김현수,"010","2195","3484",인강,"1시간 0분 3초","01:00:03"
'2026-03-12',서울광진,국어,388813,박성현,"010","5101","4255",인강,"1시간 47분 32초","00:46:32"
'2026-03-12',서울광진,국어,388813,박성현,"010","5101","4255",자습,"5시간 48분 9초","04:48:09"
'2026-03-12',서울광진,사회탐구,388813,박성현,"010","5101","4255",인강,"1시간 50분 29초","00:50:29"
'2026-03-12',서울광진,수학,388813,박성현,"010","5101","4255",자습,"1시간 6분 51초","01:05:51"
'2026-03-12',서울광진,영어,388813,박성현,"010","5101","4255",자습,"3시간 52분 37초","02:51:37"
'2026-03-12',서울광진,국어,384954,배다솜,"010","2618","4038",자습,"1시간 23분 47초","01:22:47"
'2026-03-12',서울광진,사회탐구,384954,배다솜,"010","2618","4038",인강,"0시간 16분 8초","00:16:08"
'2026-03-12',서울광진,사회탐구,384954,배다솜,"010","2618","4038",자습,"1시간 34분 29초","00:34:29"
'2026-03-12',서울광진,수학,384954,배다솜,"010","2618","4038",인강,"1시간 18분 13초","01:18:13"
'2026-03-12',서울광진,수학,384954,배다솜,"010","2618","4038",자습,"3시간 29분 10초","03:29:10"
'2026-03-12',서울광진,영어,384954,배다솜,"010","2618","4038",인강,"1시간 55분 21초","00:55:21"
'2026-03-12',서울광진,영어,384954,배다솜,"010","2618","4038",자습,"1시간 53분 59초","00:52:59"
'2026-03-12',서울광진,수학,392989,오동현,"010","6231","3161",자습,"24시간 0분 0초","24:00:00"
'2026-03-12',서울광진,국어,382077,장선우,"010","2983","9967",인강,"4시간 40분 21초","03:40:21"
'2026-03-12',서울광진,국어,382077,장선우,"010","2983","9967",자습,"2시간 52분 35초","01:51:35"
'2026-03-12',서울광진,수학,382077,장선우,"010","2983","9967",인강,"12시간 39분 48초","11:38:48"
'2026-03-12',서울광진,수학,367684,최찬구,"010","2196","8905",자습,"24시간 0분 0초","24:00:00"
'2026-03-12',서울광진,국어,388535,허지안,"010","4677","8990",실모,"1시간 19분 44초","01:18:44"
'2026-03-12',서울광진,국어,388535,허지안,"010","4677","8990",인강,"5시간 49분 44초","04:48:44"
'2026-03-12',서울광진,사회탐구,388535,허지안,"010","4677","8990",인강,"0시간 11분 8초","00:11:08"
'2026-03-12',서울광진,수학,388535,허지안,"010","4677","8990",자습,"6시간 27분 31초","06:26:31"
'2026-03-12',서울광진,영어,388535,허지안,"010","4677","8990",실모,"1시간 8분 57초","01:07:57"
'2026-03-12',서울광진,영어,388535,허지안,"010","4677","8990",자습,"1시간 12분 45초","01:11:45"
'2026-03-12',서울광진,수학,392347,홍유근,"010","2464","1608",인강,"4시간 18분 30초","04:17:30"
'2026-03-12',서울도봉,과학탐구,394810,김형준,"010","8538","8001",자습,"1시간 53분 57초","00:52:57"
'2026-03-12',서울도봉,국어,394810,김형준,"010","8538","8001",인강,"2시간 12분 26초","02:12:26"
'2026-03-12',서울도봉,국어,394810,김형준,"010","8538","8001",자습,"1시간 57분 30초","00:56:30"
'2026-03-12',서울도봉,사회탐구,394810,김형준,"010","8538","8001",인강,"1시간 37분 0초","00:37:00"
'2026-03-12',서울도봉,수학,394810,김형준,"010","8538","8001",자습,"6시간 46분 30초","05:45:30"
'2026-03-12',서울도봉,영어,394810,김형준,"010","8538","8001",인강,"1시간 23분 57초","01:22:57"
'2026-03-12',서울도봉,영어,394810,김형준,"010","8538","8001",자습,"0시간 29분 55초","00:28:55"
'2026-03-12',서울성동,과학탐구,395758,안성빈,"010","2172","6625",자습,"1시간 50분 4초","00:50:04"
'2026-03-12',서울성동,국어,395758,안성빈,"010","2172","6625",자습,"2시간 35분 29초","01:35:29"
'2026-03-12',서울성동,수학,395758,안성빈,"010","2172","6625",자습,"2시간 22분 29초","02:22:29"
'2026-03-12',서울성동,영어,395758,안성빈,"010","2172","6625",자습,"1시간 52분 43초","00:51:43"
'2026-03-12',서울성동,국어,395225,안예준,"010","5619","3606",인강,"4시간 13분 28초","04:13:28"
'2026-03-12',서울성동,국어,395225,안예준,"010","5619","3606",자습,"1시간 55분 8초","00:55:08"
'2026-03-12',서울성동,사회탐구,395225,안예준,"010","5619","3606",인강,"2시간 58분 24초","01:58:24"
'2026-03-12',서울성동,수학,395225,안예준,"010","5619","3606",인강,"4시간 54분 0초","03:54:00"
'2026-03-12',서울성동,영어,395225,안예준,"010","5619","3606",자습,"1시간 47분 9초","00:47:09"
'2026-03-12',서울성동,국어,396528,오혜원,"010","4907","5627",자습,"4시간 7분 43초","04:06:43"
'2026-03-12',서울성동,사회탐구,396528,오혜원,"010","4907","5627",자습,"1시간 46분 25초","00:46:25"
'2026-03-12',서울성동,수학,396528,오혜원,"010","4907","5627",자습,"5시간 22분 56초","05:21:56"
'2026-03-12',서울성동,영어,396528,오혜원,"010","4907","5627",자습,"2시간 59분 46초","01:58:46"
'2026-03-12',서울성동,국어,391969,이민수,"010","9600","9243",자습,"4시간 49분 43초","03:48:43"
'2026-03-12',서울성동,수학,391969,이민수,"010","9600","9243",자습,"18시간 52분 36초","17:51:36"
'2026-03-12',서울성동,영어,391969,이민수,"010","9600","9243",자습,"2시간 20분 39초","02:19:39"
'2026-03-12',서울성동,국어,391730,이시현,"010","4087","2062",자습,"8시간 2분 14초","08:02:14"
'2026-03-12',서울성동,사회탐구,395857,이주혜,"010","2505","5159",인강,"3시간 21분 38초","03:20:38"
'2026-03-12',서울성동,수학,395857,이주혜,"010","2505","5159",자습,"9시간 51분 5초","08:51:05"
'2026-03-12',서울성동,영어,395857,이주혜,"010","2505","5159",자습,"1시간 25분 57초","01:24:57"
'2026-03-12',서울성동,과학탐구,395756,채원태,"010","3810","8522",자습,"2시간 26분 0초","02:26:00"
'2026-03-12',서울성동,국어,395756,채원태,"010","3810","8522",자습,"0시간 13분 34초","00:12:34"
'2026-03-12',서울성동,수학,395756,채원태,"010","3810","8522",실모,"1시간 11분 15초","01:11:15"
'2026-03-12',서울성동,수학,395756,채원태,"010","3810","8522",자습,"2시간 39분 53초","01:38:53"
'2026-03-12',서울성동,영어,395756,채원태,"010","3810","8522",자습,"1시간 32분 3초","00:32:03"
'2026-03-12',서울성동,국어,396643,최준혁,"010","2105","3900",자습,"3시간 52분 54초","02:51:54"
'2026-03-12',서울성동,사회탐구,396643,최준혁,"010","2105","3900",인강,"2시간 29분 29초","02:29:29"
'2026-03-12',서울성동,수학,396643,최준혁,"010","2105","3900",인강,"1시간 40분 5초","00:40:05"
'2026-03-12',서울성동,수학,396643,최준혁,"010","2105","3900",자습,"2시간 33분 56초","01:32:56"
'2026-03-12',서울성동,국어,395099,하재윤,"010","3372","5432",인강,"2시간 5분 38초","02:04:38"
'2026-03-12',서울성동,국어,395099,하재윤,"010","3372","5432",자습,"2시간 16분 4초","02:16:04"
'2026-03-12',서울성동,사회탐구,395099,하재윤,"010","3372","5432",자습,"3시간 45분 39초","02:44:39"
'2026-03-12',서울성동,수학,395099,하재윤,"010","3372","5432",인강,"5시간 39분 11초","04:39:11"
'2026-03-12',서울성동,영어,395099,하재윤,"010","3372","5432",인강,"1시간 16분 40초","01:15:40"
'2026-03-12',서울송파,국어,396313,김민준B,"010","6471","1827",자습,"1시간 52분 44초","00:51:44"
'2026-03-12',서울송파,사회탐구,396313,김민준B,"010","6471","1827",자습,"2시간 58분 31초","01:57:31"
'2026-03-12',서울송파,수학,396313,김민준B,"010","6471","1827",자습,"4시간 25분 16초","04:25:16"
'2026-03-12',서울송파,영어,396313,김민준B,"010","6471","1827",자습,"2시간 15분 52초","02:14:52"
'2026-03-12',수원시청,국어,387470,강해정,"010","9180","6950",자습,"2시간 52분 57초","01:51:57"
'2026-03-12',수원시청,수학,387470,강해정,"010","9180","6950",인강,"11시간 46분 57초","10:45:57"
'2026-03-12',수원시청,수학,387470,강해정,"010","9180","6950",자습,"1시간 58분 37초","00:57:37"
'2026-03-12',수원시청,영어,387470,강해정,"010","9180","6950",자습,"1시간 26분 3초","01:26:03"
'2026-03-12',수원시청,국어,396382,권현수,"010","3115","8372",인강,"2시간 29분 44초","02:28:44"
'2026-03-12',수원시청,사회탐구,396382,권현수,"010","3115","8372",인강,"3시간 10분 54초","03:09:54"
'2026-03-12',수원시청,사회탐구,396382,권현수,"010","3115","8372",자습,"0시간 29분 52초","00:28:52"
'2026-03-12',수원시청,수학,396382,권현수,"010","3115","8372",인강,"3시간 41분 50초","02:40:50"
'2026-03-12',수원시청,수학,396382,권현수,"010","3115","8372",자습,"3시간 52분 51초","02:51:51"
'2026-03-12',수원시청,영어,396382,권현수,"010","3115","8372",자습,"0시간 0분 1초","00:00:01"
'2026-03-12',수원시청,국어,370787,이은우,"010","8518","1657",자습,"0시간 20분 3초","00:20:03"
'2026-03-12',수원시청,사회탐구,370787,이은우,"010","8518","1657",자습,"1시간 31분 35초","00:30:35"
'2026-03-12',수원시청,영어,370787,이은우,"010","8518","1657",자습,"3시간 26분 15초","03:26:15"
'2026-03-12',수원시청,국어,394667,정희열,"010","2439","6768",자습,"2시간 4분 53초","02:03:53"
'2026-03-12',수원시청,사회탐구,394667,정희열,"010","2439","6768",인강,"1시간 25분 54초","01:24:54"
'2026-03-12',수원시청,사회탐구,394667,정희열,"010","2439","6768",자습,"0시간 25분 16초","00:25:16"
'2026-03-12',수원시청,수학,394667,정희열,"010","2439","6768",인강,"2시간 11분 9초","02:11:09"
'2026-03-12',수원시청,수학,394667,정희열,"010","2439","6768",자습,"5시간 50분 33초","04:49:33"
'2026-03-12',수원시청,영어,394667,정희열,"010","2439","6768",자습,"2시간 45분 28초","01:45:28"
'2026-03-12',수원시청,과학탐구,389895,조윤호,"010","9270","9749",자습,"2시간 8분 5초","02:08:05"
'2026-03-12',수원시청,국어,389895,조윤호,"010","9270","9749",자습,"3시간 34분 40초","02:33:40"
'2026-03-12',수원시청,사회탐구,389895,조윤호,"010","9270","9749",인강,"2시간 32분 51초","01:31:51"
'2026-03-12',수원시청,수학,389895,조윤호,"010","9270","9749",인강,"3시간 40분 23초","02:40:23"
'2026-03-12',수원시청,수학,389895,조윤호,"010","9270","9749",자습,"2시간 46분 30초","01:45:30"
'2026-03-12',수원시청,영어,389895,조윤호,"010","9270","9749",인강,"2시간 49분 15초","01:49:15"
'2026-03-12',수원영통,국어,392254,남동현,"010","8242","7323",자습,"3시간 1분 5초","03:01:05"
'2026-03-12',수원영통,사회탐구,392254,남동현,"010","8242","7323",인강,"4시간 21분 10초","04:21:10"
'2026-03-12',수원영통,수학,392254,남동현,"010","8242","7323",인강,"5시간 25분 14초","05:25:14"
'2026-03-12',수원영통,영어,392254,남동현,"010","8242","7323",인강,"1시간 12분 42초","01:11:42"
'2026-03-12',수원영통,과학탐구,393965,박성현,"010","9348","7249",단과,"2시간 35분 23초","01:35:23"
'2026-03-12',수원영통,국어,393965,박성현,"010","9348","7249",인강,"2시간 15분 0초","02:15:00"
'2026-03-12',수원영통,국어,393965,박성현,"010","9348","7249",자습,"2시간 36분 25초","01:36:25"
'2026-03-12',수원영통,사회탐구,393965,박성현,"010","9348","7249",단과,"1시간 1분 18초","01:01:18"
'2026-03-12',수원영통,수학,393965,박성현,"010","9348","7249",자습,"4시간 43분 18초","03:43:18"
'2026-03-12',수원영통,영어,393965,박성현,"010","9348","7249",자습,"2시간 30분 5초","01:30:05"
'2026-03-12',수원영통,수학,392188,박시현,"010","2578","6782",자습,"2시간 59분 15초","01:59:15"
'2026-03-12',수원영통,국어,392958,신지유,"010","5663","0589",인강,"2시간 54분 16초","01:54:16"
'2026-03-12',수원영통,국어,392958,신지유,"010","5663","0589",자습,"1시간 31분 12초","00:31:12"
'2026-03-12',수원영통,사회탐구,392958,신지유,"010","5663","0589",인강,"2시간 9분 31초","02:08:31"
'2026-03-12',수원영통,사회탐구,392958,신지유,"010","5663","0589",자습,"1시간 5분 21초","01:05:21"
'2026-03-12',수원영통,수학,392958,신지유,"010","5663","0589",인강,"3시간 32분 24초","02:32:24"
'2026-03-12',수원영통,수학,392958,신지유,"010","5663","0589",자습,"2시간 13분 44초","02:12:44"
'2026-03-12',수원영통,영어,392958,신지유,"010","5663","0589",단과,"2시간 2분 58초","02:01:58"
'2026-03-12',수원영통,국어,396678,양영서,"010","5346","4810",자습,"1시간 40분 24초","00:40:24"
'2026-03-12',수원영통,영어,396678,양영서,"010","5346","4810",자습,"1시간 34분 13초","00:34:13"
'2026-03-12',수원영통,직업탐구,396678,양영서,"010","5346","4810",자습,"1시간 43분 24초","00:43:24"
'2026-03-12',수원영통,국어,395248,예수현,"010","5214","7552",인강,"2시간 54분 6초","01:54:06"
'2026-03-12',수원영통,국어,395248,예수현,"010","5214","7552",자습,"2시간 29분 47초","02:28:47"
'2026-03-12',수원영통,수학,395248,예수현,"010","5214","7552",인강,"11시간 1분 0초","11:01:00"
'2026-03-12',수원영통,국어,395362,유하리,"010","6481","3058",인강,"2시간 8분 27초","02:08:27"
'2026-03-12',수원영통,국어,395362,유하리,"010","6481","3058",자습,"0시간 0분 5초","00:00:05"
'2026-03-12',수원영통,사회탐구,395362,유하리,"010","6481","3058",인강,"1시간 49분 44초","00:48:44"
'2026-03-12',수원영통,사회탐구,395362,유하리,"010","6481","3058",자습,"2시간 42분 32초","01:41:32"
'2026-03-12',수원영통,수학,395362,유하리,"010","6481","3058",인강,"1시간 15분 15초","01:15:15"
'2026-03-12',수원영통,수학,395362,유하리,"010","6481","3058",자습,"4시간 21분 8초","04:21:08"
'2026-03-12',수원영통,영어,395362,유하리,"010","6481","3058",인강,"0시간 28분 16초","00:28:16"
'2026-03-12',수원영통,영어,395362,유하리,"010","6481","3058",자습,"1시간 26분 45초","01:25:45"
'2026-03-12',수원정자,사회탐구,393344,김연하,"010","9142","5879",인강,"12시간 60분 50초","11:59:50"
'2026-03-12',수원정자,영어,393344,김연하,"010","9142","5879",인강,"11시간 41분 3초","10:41:03"
'2026-03-12',수원정자,과학탐구,383054,양수빈,"010","8003","6269",자습,"4시간 58분 44초","03:57:44"
'2026-03-12',수원정자,국어,383054,양수빈,"010","8003","6269",자습,"1시간 3분 20초","01:03:20"
'2026-03-12',수원정자,수학,383054,양수빈,"010","8003","6269",단과,"1시간 45분 41초","00:44:41"
'2026-03-12',수원정자,수학,383054,양수빈,"010","8003","6269",자습,"3시간 56분 21초","02:56:21"
'2026-03-12',수원정자,영어,383054,양수빈,"010","8003","6269",자습,"1시간 18분 3초","01:18:03"
'2026-03-12',안성기숙학원,국어,390542,강한진,"010","6609","6218",자습,"2시간 5분 20초","02:05:20"
'2026-03-12',안성기숙학원,사회탐구,390542,강한진,"010","6609","6218",인강,"5시간 44분 16초","04:44:16"
'2026-03-12',안성기숙학원,수학,390542,강한진,"010","6609","6218",인강,"5시간 6분 22초","05:06:22"
'2026-03-12',안성기숙학원,영어,390542,강한진,"010","6609","6218",인강,"2시간 37분 9초","01:37:09"
'2026-03-12',안성기숙학원,국어,393110,노수빈,"010","2108","9302",단과,"2시간 50분 0초","01:50:00"
'2026-03-12',안성기숙학원,수학,388430,서현준,"010","6328","3854",자습,"8시간 21분 32초","08:20:32"
'2026-03-12',안성기숙학원,국어,395416,정진우,"010","2486","3848",단과,"2시간 51분 7초","01:51:07"
'2026-03-12',안성기숙학원,국어,395416,정진우,"010","2486","3848",자습,"2시간 48분 30초","01:47:30"
'2026-03-12',안성기숙학원,사회탐구,395416,정진우,"010","2486","3848",인강,"1시간 2분 23초","01:02:23"
'2026-03-12',안성기숙학원,수학,395416,정진우,"010","2486","3848",인강,"3시간 6분 8초","03:06:08"
'2026-03-12',안성기숙학원,영어,395416,정진우,"010","2486","3848",자습,"2시간 24분 44초","02:23:44"
'2026-03-12',안성기숙학원,과학탐구,395902,홍수경,"010","7658","7600",단과,"2시간 54분 16초","01:54:16"
'2026-03-12',안성기숙학원,과학탐구,395902,홍수경,"010","7658","7600",자습,"2시간 43분 36초","01:42:36"
'2026-03-12',안성기숙학원,국어,395902,홍수경,"010","7658","7600",자습,"1시간 51분 6초","00:51:06"
'2026-03-12',안성기숙학원,사회탐구,395902,홍수경,"010","7658","7600",인강,"2시간 41분 47초","01:40:47"
'2026-03-12',안성기숙학원,수학,395902,홍수경,"010","7658","7600",자습,"1시간 6분 17초","01:06:17"
'2026-03-12',안성기숙학원,영어,395902,홍수경,"010","7658","7600",자습,"3시간 41분 1초","02:41:01"
'2026-03-12',안성기숙학원,국어,394376,홍우창,"010","5539","1040",자습,"0시간 0분 1초","00:00:01"
'2026-03-12',안성기숙학원,수학,394376,홍우창,"010","5539","1040",자습,"11시간 59분 17초","10:59:17"
'2026-03-12',안성기숙학원,한국사,394376,홍우창,"010","5539","1040",자습,"0시간 0분 1초","00:00:01"
'2026-03-12',울산남구,과학탐구,377780,강채윤,"010","6458","8515",인강,"0시간 0분 5초","00:00:05"
'2026-03-12',울산남구,과학탐구,396182,주현지,"010","4543","6762",자습,"0시간 15분 16초","00:15:16"
'2026-03-12',울산남구,국어,396182,주현지,"010","4543","6762",인강,"3시간 10분 37초","03:09:37"
'2026-03-12',울산남구,사회탐구,396182,주현지,"010","4543","6762",인강,"1시간 23분 49초","01:22:49"
'2026-03-12',울산남구,수학,396182,주현지,"010","4543","6762",인강,"6시간 42분 51초","05:41:51"
'2026-03-12',울산남구,영어,396182,주현지,"010","4543","6762",자습,"1시간 47분 30초","00:46:30"
'2026-03-12',은평서대문,국어,391238,김민소,"010","3347","3451",자습,"4시간 50분 56초","03:49:56"
'2026-03-12',은평서대문,사회탐구,391238,김민소,"010","3347","3451",인강,"8시간 59분 57초","07:58:57"
'2026-03-12',은평서대문,영어,391238,김민소,"010","3347","3451",자습,"2시간 1분 44초","02:00:44"
